Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
352800,268.25,0.89,12.023,15.96,3.8661e-08,6.622000000000001e-08,0.0,3.1,0.0
356400,268.54999999999995,0.86,12.155000000000001,16.6,3.9585e-08,7.07e-08,0.0,3.5,0.0
360000,268.45,0.84,12.386,17.72,4.1202e-08,7.854e-08,0.0,4.2,0.0
363600,268.65,0.84,12.023,15.96,3.8661e-08,6.622000000000001e-08,0.0,3.1,0.0
367200,267.84999999999997,0.87,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0.0,1.8,0.0
370800,268.34999999999997,0.75,12.221,16.92,4.0047e-08,7.294000000000002e-08,0.0,3.7,0.0
374400,268.95,0.73,12.188,16.76,3.9816000000000004e-08,7.182e-08,0.0,3.6,0.0
378000,268.84999999999997,0.75,12.122,16.44,3.9353999999999996e-08,6.958e-08,0.0,3.4,0.0
381600,269.45,0.75,11.825,15.0,3.7275e-08,5.95e-08,0.0,2.5,0.0
385200,270.25,0.74,11.759,14.68,3.6813e-08,5.726e-08,0.0,2.3,0.0
388800,270.95,0.71,12.286999999999999,17.240000000000002,4.0508999999999996e-08,7.518e-08,0.0,3.9,0.0
392400,271.84999999999997,0.69,12.188,16.76,3.9816000000000004e-08,7.182e-08,0.0,3.6,0.0
396000,272.04999999999995,0.64,12.518,18.36,4.2125999999999996e-08,8.302e-08,0.0,4.6,0.0
399600,272.54999999999995,0.6,12.847999999999999,19.96,4.4435999999999995e-08,9.421999999999999e-08,0.0,5.6,0.0
403200,271.95,0.61,12.188,16.76,3.9816000000000004e-08,7.182e-08,0.0,3.6,0.0
406800,271.75,0.62,12.419,17.88,4.1433000000000004e-08,7.965999999999999e-08,0.0,4.3,0.0
410400,271.45,0.6,12.782,19.64,4.3974e-08,9.198000000000001e-08,0.0,5.4,0.0
414000,271.25,0.58,13.079,21.08,4.6053e-08,1.0206e-07,0.0,6.3,0.0
417600,271.15,0.58,12.518,18.36,4.2125999999999996e-08,8.302e-08,0.0,4.6,0.0
421200,271.15,0.58,13.244,21.880000000000003,4.7207999999999995e-08,1.0766e-07,0.0,6.8,0.0
424800,271.65,0.52,13.046,20.92,4.5822e-08,1.0094000000000002e-07,0.0,6.2,0.0
428400,268.75,0.68,13.013,20.759999999999998,4.5591e-08,9.981999999999999e-08,0.0,6.1,0.0
432000,268.65,0.71,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0.0,2.2,0.0
435600,270.95,0.59,12.749,19.48,4.3743000000000003e-08,9.086e-08,0.0,5.3,0.0
439200,268.45,0.69,13.013,20.759999999999998,4.5591e-08,9.981999999999999e-08,0.0,6.1,0.0
442800,267.95,0.68,12.254,17.08,4.0278e-08,7.406e-08,0.0,3.8,0.0
446400,268.34999999999997,0.64,12.518,18.36,4.2125999999999996e-08,8.302e-08,0.0,4.6,0.0
450000,267.84999999999997,0.67,12.584,18.68,4.2588e-08,8.526e-08,0.0,4.8,0.0
453600,267.95,0.68,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.0,1.9,0.0
457200,267.45,0.74,11.462,13.24,3.4734e-08,4.718e-08,0.0,1.4,0.0
460800,267.25,0.82,11.99,15.8,3.843e-08,6.510000000000001e-08,0.0,3.0,0.0
464400,267.15,0.82,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0.0,2.2,0.0
468000,267.75,0.76,11.528,13.56,3.5196e-08,4.942e-08,0.0,1.6,0.0
471600,268.54999999999995,0.72,11.429,13.08,3.4503e-08,4.606e-08,0.0,1.3,0.0
475200,269.34999999999997,0.7,11.693,14.36,3.6351e-08,5.502e-08,0.0,2.1,0.0
478800,269.25,0.78,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0.0,1.8,0.0
482400,268.84999999999997,0.76,11.429,13.08,3.4503e-08,4.606e-08,0.0,1.3,0.0
